iteration,train_loss,val_loss,epsilon
0,5.591532230377197,5.589390754699707,50
1,5.552769660949707,5.57595157623291,50
2,5.517338752746582,5.532905101776123,50
3,5.491408348083496,5.500993251800537,50
4,5.478640556335449,5.482677936553955,50
5,5.4266862869262695,5.457008361816406,50
6,5.412284851074219,5.425023078918457,50
7,5.389857292175293,5.417610168457031,50
8,5.387274742126465,5.385644435882568,50
9,5.357096195220947,5.348422050476074,50
10,5.3524885177612305,5.321877479553223,50
11,5.337289810180664,5.309299945831299,50
12,5.268496990203857,5.314748287200928,50
13,5.262803077697754,5.282775402069092,50
14,5.288998603820801,5.314363479614258,50
15,5.25804328918457,5.286327362060547,50
16,5.23919677734375,5.272041320800781,50
17,5.232454776763916,5.265934944152832,50
18,5.218050956726074,5.224827766418457,50
19,5.208258628845215,5.235939979553223,50
20,5.193038463592529,5.204344272613525,50
21,5.173127174377441,5.191342353820801,50
22,5.158940315246582,5.177166938781738,50
23,5.176790237426758,5.1877641677856445,50
24,5.179082870483398,5.203536033630371,50
25,5.150638580322266,5.1686553955078125,50
26,5.15826416015625,5.161461353302002,50
27,5.13421630859375,5.179130554199219,50
28,5.106001853942871,5.171506404876709,50
29,5.139509201049805,5.136521816253662,50
30,5.094836235046387,5.122081756591797,50
31,5.079775810241699,5.103821754455566,50
32,5.074069976806641,5.116196632385254,50
33,5.096440315246582,5.08710241317749,50
34,5.0784382820129395,5.088901519775391,50
35,5.0367350578308105,5.100083351135254,50
36,5.07321834564209,5.124002933502197,50
37,5.053748607635498,5.096661567687988,50
38,5.037210464477539,5.069666862487793,50
39,5.028934955596924,5.053577899932861,50
40,5.034790992736816,5.0600996017456055,50
41,5.052682876586914,5.071361541748047,50
42,5.043076992034912,5.063000202178955,50
43,5.0398054122924805,5.027128219604492,50
44,4.985048294067383,5.027376174926758,50
45,5.012016296386719,5.070892333984375,50
46,5.007065773010254,5.045576095581055,50
47,5.022129058837891,5.010026931762695,50
48,5.036313056945801,5.028729438781738,50
49,5.025358200073242,5.026153087615967,50
50,5.005744934082031,4.994476795196533,50
51,4.997937202453613,4.999539375305176,50
52,4.944668292999268,4.91575813293457,50
53,4.961517810821533,4.966939449310303,50
54,4.987166404724121,4.996978759765625,50
55,4.937783241271973,4.981162071228027,50
56,4.998327255249023,4.994789123535156,50
57,4.952894687652588,4.93898868560791,50
58,4.898616790771484,4.929914474487305,50
59,4.935547828674316,4.982634544372559,50
60,4.9176130294799805,4.9520039558410645,50
61,4.91801118850708,4.934328079223633,50
62,4.88048791885376,4.895264625549316,50
63,4.896928787231445,4.9310479164123535,50
64,4.857283592224121,4.879449844360352,50
65,4.873073101043701,4.904459476470947,50
66,4.887569904327393,4.886877059936523,50
67,4.881198406219482,4.91953182220459,50
68,4.913210868835449,4.844619274139404,50
69,4.843172073364258,4.828287601470947,50
70,4.826620101928711,4.883063793182373,50
71,4.875058174133301,4.87597131729126,50
72,4.848031997680664,4.863711357116699,50
73,4.895160675048828,4.893161296844482,50
74,4.822261810302734,4.82033109664917,50
75,4.863545894622803,4.868863105773926,50
76,4.834038257598877,4.876722812652588,50
77,4.80192756652832,4.857420921325684,50
78,4.810856342315674,4.83842658996582,50
79,4.799447059631348,4.8308000564575195,50
80,4.813019752502441,4.837888717651367,50
81,4.7839789390563965,4.788768768310547,50
82,4.787219047546387,4.788248062133789,50
83,4.756008148193359,4.790195465087891,50
84,4.775993347167969,4.7936692237854,50
85,4.807110786437988,4.754213333129883,50
86,4.745837211608887,4.72672176361084,50
87,4.803903579711914,4.794458389282227,50
88,4.763282299041748,4.801771640777588,50
89,4.768627166748047,4.775025367736816,50
90,4.72432279586792,4.777580261230469,50
91,4.754515647888184,4.754533767700195,50
92,4.749287128448486,4.764435768127441,50
93,4.7330098152160645,4.72337007522583,50
94,4.717073440551758,4.786003112792969,50
95,4.682483673095703,4.76297664642334,50
96,4.672004699707031,4.699421405792236,50
97,4.75248384475708,4.701663017272949,50
98,4.661648750305176,4.733675003051758,50
99,4.72206974029541,4.726109027862549,50
