iteration,train_loss,val_loss,epsilon
0,5.619497776031494,5.617634296417236,20
1,5.589628219604492,5.580916404724121,20
2,5.560334205627441,5.558067321777344,20
3,5.5251359939575195,5.533674240112305,20
4,5.50250244140625,5.497978210449219,20
5,5.491238594055176,5.4809675216674805,20
6,5.44174337387085,5.452010631561279,20
7,5.444885730743408,5.430305480957031,20
8,5.411786079406738,5.402081489562988,20
9,5.38948392868042,5.397787094116211,20
10,5.377590179443359,5.3704938888549805,20
11,5.356833457946777,5.35401725769043,20
12,5.342083930969238,5.327764511108398,20
13,5.310145378112793,5.317895412445068,20
14,5.31423282623291,5.312418460845947,20
15,5.294159889221191,5.289292335510254,20
16,5.285063743591309,5.280579090118408,20
17,5.265591144561768,5.271241664886475,20
18,5.252988815307617,5.243096828460693,20
19,5.24699592590332,5.244009971618652,20
20,5.235382080078125,5.227874755859375,20
21,5.209559440612793,5.23806095123291,20
22,5.201661109924316,5.219770908355713,20
23,5.206141948699951,5.192734718322754,20
24,5.194708347320557,5.194403648376465,20
25,5.189099311828613,5.179847717285156,20
26,5.167004585266113,5.185014724731445,20
27,5.1749267578125,5.160591125488281,20
28,5.159840106964111,5.147156715393066,20
29,5.151662826538086,5.124399185180664,20
30,5.149251937866211,5.163212776184082,20
31,5.137555122375488,5.12686014175415,20
32,5.136011123657227,5.113875389099121,20
33,5.117470741271973,5.106649398803711,20
34,5.097775459289551,5.103224277496338,20
35,5.098330974578857,5.106635093688965,20
36,5.101837635040283,5.086104393005371,20
37,5.093082427978516,5.089805603027344,20
38,5.087111473083496,5.064664840698242,20
39,5.075361251831055,5.052379608154297,20
40,5.026088237762451,5.065279960632324,20
41,5.04370641708374,5.03620719909668,20
42,5.069484710693359,5.053725242614746,20
43,5.023585319519043,5.053460121154785,20
44,5.041498184204102,5.0097527503967285,20
45,5.030970573425293,5.036282539367676,20
46,5.042137145996094,5.019331932067871,20
47,5.000811576843262,5.0344038009643555,20
48,5.018892765045166,4.991518497467041,20
49,4.995787143707275,5.021097660064697,20
50,5.037326812744141,4.986597061157227,20
51,4.961071014404297,5.006828308105469,20
52,4.9734907150268555,4.987156391143799,20
53,4.997549057006836,4.970572471618652,20
54,4.978203296661377,4.965904235839844,20
55,4.98249626159668,4.96381139755249,20
56,4.938324928283691,4.951350212097168,20
57,4.9570393562316895,4.93610143661499,20
58,4.935184478759766,4.944892883300781,20
59,4.953188419342041,4.932849884033203,20
60,4.998434543609619,4.912649154663086,20
61,4.925233840942383,4.94180965423584,20
62,4.910231590270996,4.903949737548828,20
63,4.924384117126465,4.89573335647583,20
64,4.936443328857422,4.912623405456543,20
65,4.905723571777344,4.894361972808838,20
66,4.882259845733643,4.88609504699707,20
67,4.890976905822754,4.875139236450195,20
68,4.887774467468262,4.866384029388428,20
69,4.902597904205322,4.886798858642578,20
70,4.885481834411621,4.84178352355957,20
71,4.886523723602295,4.9024457931518555,20
72,4.880998611450195,4.838740825653076,20
73,4.879500865936279,4.887547016143799,20
74,4.871252059936523,4.834306240081787,20
75,4.828645706176758,4.83278751373291,20
76,4.856616020202637,4.880499839782715,20
77,4.846317768096924,4.822060585021973,20
78,4.855754852294922,4.851655960083008,20
79,4.83229923248291,4.8316569328308105,20
80,4.766622543334961,4.81116247177124,20
81,4.817539691925049,4.793015480041504,20
82,4.83868408203125,4.814266204833984,20
83,4.825464725494385,4.7726593017578125,20
84,4.777941703796387,4.794405460357666,20
85,4.81681489944458,4.7670440673828125,20
86,4.783820152282715,4.791531085968018,20
87,4.7710676193237305,4.768991947174072,20
88,4.760406970977783,4.802840232849121,20
89,4.762308120727539,4.76677131652832,20
90,4.73236608505249,4.744697570800781,20
91,4.762073516845703,4.773380279541016,20
92,4.743308067321777,4.736576557159424,20
93,4.772341728210449,4.748797416687012,20
94,4.738917350769043,4.758546352386475,20
95,4.733337879180908,4.712447166442871,20
96,4.68438720703125,4.699722766876221,20
97,4.719473838806152,4.716626167297363,20
98,4.690901756286621,4.724970817565918,20
99,4.664426803588867,4.745807647705078,20
