epoch,train_loss,val_loss,epsilon
0,5.824855804443359,5.818309307098389,0
1,5.813475608825684,5.8204426765441895,0
2,5.802696228027344,5.790304183959961,0
3,5.774008274078369,5.772777557373047,0
4,5.746573448181152,5.734405517578125,0
5,5.7148637771606445,5.715380668640137,0
6,5.665783882141113,5.683487415313721,0
7,5.659409046173096,5.6653666496276855,0
8,5.605916500091553,5.636755466461182,0
9,5.619483947753906,5.597348213195801,0
10,5.591835021972656,5.550473213195801,0
11,5.54426383972168,5.560664176940918,0
12,5.521407127380371,5.53780460357666,0
13,5.516243934631348,5.511519432067871,0
14,5.471324920654297,5.464200973510742,0
15,5.46337890625,5.462646961212158,0
16,5.424409866333008,5.4444708824157715,0
17,5.374764442443848,5.406092643737793,0
18,5.316197395324707,5.326721668243408,0
19,5.313976764678955,5.347796440124512,0
20,5.278650283813477,5.323626518249512,0
21,5.248753547668457,5.213195323944092,0
22,5.208115577697754,5.274982929229736,0
23,5.191338539123535,5.1627655029296875,0
24,5.199355125427246,5.167384624481201,0
25,5.092135429382324,5.156201362609863,0
26,5.048711776733398,5.094024658203125,0
27,5.043184280395508,5.07573127746582,0
28,5.01113224029541,5.012969493865967,0
29,4.992269515991211,4.990309715270996,0
30,4.904599189758301,4.9767374992370605,0
31,5.014891147613525,4.8713788986206055,0
32,4.973259925842285,4.932506084442139,0
33,4.824433326721191,4.817283630371094,0
34,4.819227695465088,4.718590259552002,0
35,4.722126007080078,4.791234016418457,0
36,4.788668632507324,4.72166109085083,0
37,4.543126583099365,4.775360107421875,0
38,4.675683975219727,4.7695417404174805,0
39,4.739200592041016,4.537843704223633,0
40,4.60056734085083,4.670715808868408,0
41,4.641413688659668,4.459239959716797,0
42,4.464544296264648,4.527109146118164,0
43,4.494356632232666,4.517114639282227,0
44,4.425448894500732,4.5592498779296875,0
45,4.460630416870117,4.473756313323975,0
46,4.358672142028809,4.425296783447266,0
47,4.562899589538574,4.319589138031006,0
48,4.272640228271484,4.354032039642334,0
49,4.254354476928711,4.4833245277404785,0
50,4.219718933105469,4.2519025802612305,0
51,4.2383222579956055,4.324943542480469,0
52,4.185080051422119,4.312819480895996,0
53,4.196141719818115,4.183014392852783,0
54,4.223476886749268,4.235376834869385,0
55,4.0930681228637695,4.154520034790039,0
56,4.380283355712891,4.0748395919799805,0
57,4.223543167114258,4.350347518920898,0
58,4.2784953117370605,4.048553466796875,0
59,4.392490386962891,4.237860202789307,0
60,4.333361625671387,4.157270431518555,0
61,4.166863918304443,4.268090724945068,0
62,4.431612014770508,4.295490264892578,0
63,4.21517276763916,4.1855669021606445,0
64,3.9530138969421387,3.96073842048645,0
65,4.2686262130737305,4.24690055847168,0
66,4.273699760437012,4.261104583740234,0
67,4.333156585693359,4.1800947189331055,0
68,4.111690521240234,4.083479881286621,0
69,4.060085296630859,3.9672224521636963,0
70,4.311117172241211,4.156863212585449,0
71,4.099279403686523,4.421680450439453,0
72,4.202130317687988,4.168727874755859,0
73,4.066502571105957,4.103734016418457,0
74,4.3955183029174805,4.2667436599731445,0
75,4.068795680999756,4.189273357391357,0
76,4.0700178146362305,4.327805042266846,0
77,3.972895622253418,4.042492866516113,0
78,4.114542484283447,4.061801910400391,0
79,4.207027435302734,4.237396717071533,0
80,3.8859357833862305,4.1195573806762695,0
81,3.9598066806793213,4.085345268249512,0
82,4.015765190124512,4.103135108947754,0
83,3.919010877609253,3.969214916229248,0
84,4.1862969398498535,4.097564697265625,0
85,4.062934398651123,4.177132606506348,0
86,4.017009735107422,3.9357552528381348,0
87,4.084627151489258,4.191769599914551,0
88,4.096287727355957,4.036563873291016,0
89,4.056634426116943,4.111164093017578,0
90,3.875462532043457,3.983321189880371,0
91,4.2825117111206055,4.214910507202148,0
92,4.103335380554199,4.076786041259766,0
93,3.868196487426758,3.9947285652160645,0
94,4.066013336181641,4.108493804931641,0
95,4.046916961669922,4.118648529052734,0
96,4.011895656585693,3.844143867492676,0
97,4.005080223083496,4.084933757781982,0
98,3.838074207305908,3.938709259033203,0
99,3.9223146438598633,4.063205718994141,0
