epoch,train_loss,val_loss,epsilon
0,5.824855804443359,5.818309307098389,0
1,5.682279586791992,5.6986188888549805,0
2,5.6067352294921875,5.616868019104004,0
3,5.570216178894043,5.598345756530762,0
4,5.531861782073975,5.543524742126465,0
5,5.509976387023926,5.5213942527771,0
6,5.453995704650879,5.4957733154296875,0
7,5.447385311126709,5.459458351135254,0
8,5.389618873596191,5.443387508392334,0
9,5.364764213562012,5.4144697189331055,0
10,5.345487117767334,5.3653693199157715,0
11,5.297171592712402,5.356036186218262,0
12,5.269491195678711,5.353302955627441,0
13,5.230161666870117,5.31589412689209,0
14,5.195127964019775,5.2439727783203125,0
15,5.183828353881836,5.246206760406494,0
16,5.1424455642700195,5.1909942626953125,0
17,5.106761932373047,5.148813724517822,0
18,4.963197231292725,5.122588157653809,0
19,5.020432949066162,5.1646199226379395,0
20,4.955681324005127,5.090445041656494,0
21,4.974837303161621,5.008068084716797,0
22,4.926684379577637,4.990921974182129,0
23,4.87812614440918,5.00804328918457,0
24,4.868971347808838,4.972756385803223,0
25,4.797781944274902,4.90548038482666,0
26,4.773487091064453,4.8463215827941895,0
27,4.787055969238281,4.86201286315918,0
28,4.7093706130981445,4.785151481628418,0
29,4.686534881591797,4.790389060974121,0
30,4.665853500366211,4.789931297302246,0
31,4.676732063293457,4.775026321411133,0
32,4.627869606018066,4.768444538116455,0
33,4.5616374015808105,4.766686916351318,0
34,4.592906951904297,4.665534973144531,0
35,4.519522666931152,4.641611099243164,0
36,4.549834728240967,4.531220436096191,0
37,4.401736736297607,4.588912010192871,0
38,4.373138427734375,4.58173942565918,0
39,4.4619550704956055,4.591885089874268,0
40,4.339327812194824,4.638119697570801,0
41,4.25411319732666,4.540806770324707,0
42,4.313686370849609,4.4652204513549805,0
43,4.304722785949707,4.3549017906188965,0
44,4.232452869415283,4.351481914520264,0
45,4.304749488830566,4.407953262329102,0
46,4.184622764587402,4.354650497436523,0
47,4.195555210113525,4.302598476409912,0
48,4.157131195068359,4.271235466003418,0
49,4.110632419586182,4.392425537109375,0
50,3.9829251766204834,4.2859883308410645,0
51,4.030717849731445,4.336645126342773,0
52,4.033230781555176,4.232421875,0
53,4.015471458435059,4.1721272468566895,0
54,3.9579765796661377,4.208260536193848,0
55,3.8662586212158203,4.088397979736328,0
56,4.0672926902771,4.212474822998047,0
57,3.7916176319122314,4.118897438049316,0
58,3.848362684249878,4.235267639160156,0
59,4.049108505249023,4.217453956604004,0
60,3.9419240951538086,3.9601616859436035,0
61,3.74063777923584,4.0746073722839355,0
62,3.8090879917144775,4.089034557342529,0
63,3.8081045150756836,4.072875022888184,0
64,3.6659092903137207,3.91677188873291,0
65,3.748835563659668,3.918468475341797,0
66,3.645096778869629,3.835465431213379,0
67,3.8328559398651123,3.885241746902466,0
68,3.630094528198242,3.8872039318084717,0
69,3.5873889923095703,3.788041591644287,0
70,3.7904019355773926,3.8070197105407715,0
71,3.6559877395629883,3.7409234046936035,0
72,3.7439332008361816,3.762396812438965,0
73,3.7124810218811035,3.78568172454834,0
74,3.671782970428467,3.787400245666504,0
75,3.501777172088623,3.7685322761535645,0
76,3.530864715576172,3.858858346939087,0
77,3.4144134521484375,3.720228672027588,0
78,3.54948353767395,3.673762321472168,0
79,3.590785264968872,3.7196311950683594,0
80,3.4113426208496094,3.669776439666748,0
81,3.4727091789245605,3.6944122314453125,0
82,3.3909592628479004,3.5647544860839844,0
83,3.439788341522217,3.590466260910034,0
84,3.314368724822998,3.5393972396850586,0
85,3.450939178466797,3.7282798290252686,0
86,3.2480363845825195,3.442530393600464,0
87,3.295973300933838,3.474308490753174,0
88,3.379348039627075,3.4687325954437256,0
89,3.2663826942443848,3.4267373085021973,0
90,3.1868832111358643,3.4672701358795166,0
91,3.4366774559020996,3.524702548980713,0
92,3.233954429626465,3.533571481704712,0
93,3.118450164794922,3.3663644790649414,0
94,3.216561794281006,3.4974279403686523,0
95,3.291881799697876,3.4184160232543945,0
96,3.2453184127807617,3.3247718811035156,0
97,3.104346752166748,3.4080753326416016,0
98,3.136380672454834,3.393007278442383,0
99,3.1388564109802246,3.4225592613220215,0
