Iterations	Training_Loss	Validation_Loss
0	4.760609	4.761799
5	3.910692	3.907228
10	3.490980	3.486177
15	3.136417	3.120235
20	2.809725	2.799759
25	2.536819	2.527430
30	2.303222	2.305642
35	2.105598	2.117234
40	1.928818	1.946234
45	1.765806	1.797032
50	1.623849	1.637573
55	1.501730	1.522840
60	1.395081	1.419684
65	1.283683	1.310932
70	1.165931	1.192896
75	1.072242	1.108174
80	0.976227	1.018522
85	0.898529	0.953370
90	0.840828	0.886540
95	0.781469	0.833120
